Practice ID,Provider ID,Observation Month,Variable,Value
37,46,1,RVUs,129.65
37,46,2,Encounters,23
37,46,2,RVUs,152.77
37,46,3,Encounters,34
37,46,3,RVUs,207.02
37,46,4,Encounters,27
37,46,4,RVUs,213.72
37,46,5,Encounters,39
37,46,5,RVUs,241.01
37,46,6,Encounters,29
37,46,6,RVUs,148.54
37,47,1,Encounters,36
37,47,1,RVUs,189.04
37,47,2,Encounters,53
37,47,2,RVUs,378.27
37,47,3,Encounters,54
37,47,3,RVUs,279.05
37,47,4,Encounters,60
37,47,4,RVUs,368.3
37,47,5,Encounters,50
37,47,5,RVUs,260.81
37,47,6,Encounters,68
37,47,6,RVUs,462.61
37,48,1,Encounters,107
37,48,1,RVUs,677.39
37,48,2,Encounters,99
37,48,2,RVUs,610.17
37,48,3,Encounters,127
37,48,3,RVUs,658.81
37,48,4,Encounters,100
37,48,4,RVUs,408.07
37,48,5,Encounters,64
37,48,5,RVUs,352.33
37,48,6,Encounters,83
37,48,6,RVUs,564.29
37,49,1,Encounters,14
37,49,1,RVUs,47.25
37,49,2,Encounters,17
37,49,2,RVUs,61.6
37,49,3,Encounters,12
37,49,3,RVUs,35.57
37,49,4,Encounters,17
37,49,4,RVUs,38.41
37,49,5,Encounters,15
37,49,5,RVUs,31.72
37,49,6,Encounters,20
37,49,6,RVUs,75.82
37,50,1,Encounters,8
37,50,1,RVUs,31.92
37,50,2,Encounters,10
37,50,2,RVUs,47.66
37,50,3,Encounters,14
37,50,3,RVUs,76.21
37,50,4,Encounters,24
37,50,4,RVUs,181.77
37,50,5,Encounters,21
37,50,5,RVUs,83.42
37,50,6,Encounters,29
37,50,6,RVUs,195.45
37,51,2,Encounters,8
37,51,2,RVUs,15.3
37,51,3,Encounters,25
37,51,3,RVUs,58.92
37,51,4,Encounters,33
37,51,4,RVUs,93.49
37,51,5,Encounters,35
37,51,5,RVUs,65.21
37,51,6,Encounters,25
37,51,6,RVUs,65.58
37,52,2,Encounters,4
37,52,2,RVUs,4
37,52,3,Encounters,38
37,52,3,RVUs,89.11
37,52,4,Encounters,62
37,52,4,RVUs,149.59
37,52,5,Encounters,77
37,52,5,RVUs,146.04
37,52,6,Encounters,80
37,52,6,RVUs,137.02
37,53,4,Encounters,4
37,53,4,RVUs,2.39
37,53,5,Encounters,14
37,53,5,RVUs,25.48
37,53,6,Encounters,32
37,53,6,RVUs,85.43
37,54,5,Encounters,0
37,54,5,RVUs,2.65
37,54,6,Encounters,65
37,54,6,RVUs,110.13
38,1,1,Encounters,604
38,1,1,RVUs,3649.78
38,1,2,Encounters,549
38,1,2,RVUs,2845.04
38,1,3,Encounters,656
38,1,3,RVUs,3054.58
38,1,4,Encounters,629
38,1,4,RVUs,3053.35
38,1,5,Encounters,643
38,1,5,RVUs,3241.13
38,1,6,Encounters,661
38,1,6,RVUs,2979.48
39,1,1,Encounters,123
39,1,1,RVUs,806
39,1,2,Encounters,79
39,1,2,RVUs,396.93
39,1,3,Encounters,25
39,1,3,RVUs,162.76
39,1,4,Encounters,104
39,1,4,RVUs,588.49
39,1,5,Encounters,91
39,1,5,RVUs,390.03
39,1,6,Encounters,95
39,1,6,RVUs,640.47
39,2,1,Encounters,257
39,2,1,RVUs,1279.57
39,2,2,Encounters,183
39,2,2,RVUs,1181.41
39,2,3,Encounters,158
39,2,3,RVUs,803.55
39,2,4,Encounters,225
39,2,4,RVUs,1459.32
39,2,5,Encounters,224
39,2,5,RVUs,1102.27
39,2,6,Encounters,188
39,2,6,RVUs,1057.04
39,3,1,Encounters,75
39,3,1,RVUs,349.96
39,3,2,Encounters,81
39,3,2,RVUs,494.03
39,3,3,Encounters,104
39,3,3,RVUs,460.38
39,3,4,Encounters,108
39,3,4,RVUs,798.23
39,3,5,Encounters,53
39,3,5,RVUs,396.81
39,3,6,Encounters,59
39,3,6,RVUs,406.84
39,4,1,Encounters,160
39,4,1,RVUs,948.65
39,4,2,Encounters,108
39,4,2,RVUs,485.37
39,4,3,Encounters,92
39,4,3,RVUs,571.88
39,4,4,Encounters,135
39,4,4,RVUs,751.91
39,4,5,Encounters,41
39,4,5,RVUs,181.07
39,4,6,Encounters,17
39,4,6,RVUs,112.79
39,5,1,Encounters,162
39,5,1,RVUs,688.35
39,5,2,Encounters,160
39,5,2,RVUs,808.62
39,5,3,Encounters,167
39,5,3,RVUs,1032.87
39,5,4,Encounters,167
39,5,4,RVUs,953.13
39,5,5,Encounters,165
39,5,5,RVUs,1004.81
39,5,6,Encounters,174
39,5,6,RVUs,1118.33
39,6,1,Encounters,192
39,6,1,RVUs,1281.16
39,6,2,Encounters,140
39,6,2,RVUs,678.87
39,6,3,Encounters,173
39,6,3,RVUs,1073.42
39,6,4,Encounters,151
39,6,4,RVUs,1085.52
39,6,5,Encounters,178
39,6,5,RVUs,1086.86
39,6,6,Encounters,143
39,6,6,RVUs,823.3
39,7,1,Encounters,170
39,7,1,RVUs,1041.28
39,7,2,Encounters,124
39,7,2,RVUs,667.06
39,7,3,Encounters,135
39,7,3,RVUs,564.94
39,7,4,Encounters,213
39,7,4,RVUs,990.11
39,7,5,Encounters,202
39,7,5,RVUs,939.6
39,7,6,Encounters,200
39,7,6,RVUs,999.17
39,8,1,Encounters,133
39,8,1,RVUs,914.49
39,8,2,Encounters,114
39,8,2,RVUs,519.15
39,8,3,Encounters,117
39,8,3,RVUs,856.52
39,8,4,Encounters,141
39,8,4,RVUs,1008.31
39,8,5,Encounters,131
39,8,5,RVUs,738.91
39,8,6,Encounters,117
39,8,6,RVUs,779.98
39,9,1,Encounters,154
39,9,1,RVUs,828.64
39,9,2,Encounters,113
39,9,2,RVUs,796.42
39,9,3,Encounters,126
39,9,3,RVUs,570.25
39,9,4,Encounters,140
39,9,4,RVUs,745.37
39,9,5,Encounters,136
39,9,5,RVUs,730.19
39,9,6,Encounters,151
39,9,6,RVUs,654.31
39,10,1,Encounters,113
39,10,1,RVUs,673.43
39,10,2,Encounters,125
39,10,2,RVUs,660.92
39,10,3,Encounters,123
39,10,3,RVUs,552.83
39,10,4,Encounters,128
39,10,4,RVUs,541.58
39,10,5,Encounters,116
39,10,5,RVUs,749.41
39,10,6,Encounters,138
39,10,6,RVUs,610.88
39,11,1,Encounters,92
39,11,1,RVUs,594.46
39,11,2,Encounters,79
39,11,2,RVUs,411.64
39,11,3,Encounters,97
39,11,3,RVUs,706.26
39,11,4,Encounters,75
39,11,4,RVUs,385.81
39,11,5,Encounters,16
39,11,5,RVUs,112.32
39,11,6,Encounters,61
39,11,6,RVUs,318.42
39,12,1,Encounters,66
39,12,1,RVUs,382.52
39,12,2,Encounters,49
39,12,2,RVUs,328.77
39,12,3,Encounters,65
39,12,3,RVUs,423.54
39,12,4,Encounters,60
39,12,4,RVUs,364.68
39,12,5,Encounters,75
39,12,5,RVUs,359.45
39,12,6,Encounters,65
39,12,6,RVUs,415.65
40,1,1,Encounters,366
40,1,1,RVUs,761.5
40,1,2,Encounters,274
40,1,2,RVUs,635.09
40,1,3,Encounters,149
40,1,3,RVUs,404.54
40,1,4,Encounters,127
40,1,4,RVUs,276.3
40,1,5,Encounters,276
40,1,5,RVUs,768.37
40,1,6,Encounters,312
40,1,6,RVUs,831.07
40,2,1,Encounters,227
40,2,1,RVUs,507.02
40,2,2,Encounters,198
40,2,2,RVUs,463.95
40,2,3,Encounters,224
40,2,3,RVUs,600.48
40,2,4,Encounters,182
40,2,4,RVUs,482.14
40,2,5,Encounters,245
40,2,5,RVUs,582.56
40,2,6,Encounters,131
40,2,6,RVUs,368.14
40,3,1,Encounters,232
40,3,1,RVUs,529.34
40,3,2,Encounters,132
40,3,2,RVUs,361.23
40,3,3,Encounters,96
40,3,3,RVUs,250.29
40,3,4,Encounters,136
40,3,4,RVUs,359.35
40,3,5,Encounters,157
40,3,5,RVUs,240.8
40,3,6,Encounters,168
40,3,6,RVUs,338.83
40,4,1,Encounters,219
40,4,1,RVUs,358.84
40,4,2,Encounters,160
40,4,2,RVUs,445.75
40,4,3,Encounters,70
40,4,3,RVUs,164.06
40,4,4,Encounters,189
40,4,4,RVUs,542.29
40,4,5,Encounters,209
40,4,5,RVUs,509.18
40,4,6,Encounters,207
40,4,6,RVUs,591.65
41,1,1,Encounters,1
41,1,1,RVUs,8.07
41,1,6,Encounters,10
41,1,6,RVUs,28.16
42,1,1,Encounters,25
42,1,1,RVUs,53.63
42,1,2,Encounters,47
42,1,2,RVUs,99.8
42,1,3,Encounters,39
42,1,3,RVUs,105.83
42,1,4,Encounters,39
42,1,4,RVUs,88.91
42,1,5,Encounters,37
42,1,5,RVUs,69.4
42,1,6,Encounters,30
42,1,6,RVUs,72.21
42,2,1,Encounters,29
42,2,1,RVUs,41.64
42,2,2,Encounters,22
42,2,2,RVUs,58.38
42,2,3,Encounters,43
42,2,3,RVUs,124.64
42,2,4,Encounters,26
42,2,4,RVUs,38.38
42,2,5,Encounters,44
42,2,5,RVUs,63.7
42,2,6,Encounters,30
42,2,6,RVUs,80.28
42,3,1,Encounters,17
42,3,1,RVUs,22.94
42,3,2,Encounters,55
42,3,2,RVUs,136.1
42,3,3,Encounters,48
42,3,3,RVUs,80.4
42,3,4,Encounters,36
42,3,4,RVUs,75.61
42,3,5,Encounters,54
42,3,5,RVUs,78.43
42,3,6,Encounters,27
42,3,6,RVUs,73.58
42,4,1,Encounters,335
42,4,1,RVUs,900.03
42,4,2,Encounters,271
42,4,2,RVUs,394.29
42,4,3,Encounters,365
42,4,3,RVUs,837.39
42,4,4,Encounters,405
42,4,4,RVUs,946.96
42,4,5,Encounters,364
42,4,5,RVUs,690.39
42,4,6,Encounters,365
42,4,6,RVUs,656.34
42,5,1,Encounters,282
42,5,1,RVUs,508.52
42,5,2,Encounters,269
42,5,2,RVUs,731.95
42,5,3,Encounters,290
42,5,3,RVUs,792.62
42,5,4,Encounters,307
42,5,4,RVUs,804.52
42,5,5,Encounters,248
42,5,5,RVUs,548.62
42,5,6,Encounters,259
42,5,6,RVUs,556.7
42,6,1,Encounters,316
42,6,1,RVUs,528.13
42,6,2,Encounters,261
42,6,2,RVUs,540.71
42,6,3,Encounters,217
42,6,3,RVUs,495.3
42,6,4,Encounters,326
42,6,4,RVUs,833.39
42,6,5,Encounters,288
42,6,5,RVUs,626.67
42,6,6,Encounters,291
42,6,6,RVUs,731.94
42,7,1,Encounters,298
42,7,1,RVUs,547.62
42,7,2,Encounters,318
42,7,2,RVUs,771.18
42,7,3,Encounters,268
42,7,3,RVUs,652.62
42,7,4,Encounters,334
42,7,4,RVUs,659.04
42,7,5,Encounters,360
42,7,5,RVUs,1002.82
42,7,6,Encounters,293
42,7,6,RVUs,658.57
42,8,1,Encounters,46
42,8,1,RVUs,120.24
42,8,2,Encounters,51
42,8,2,RVUs,108.95
42,8,3,Encounters,53
42,8,3,RVUs,113.29
42,8,4,Encounters,39
42,8,4,RVUs,72.17
42,8,5,Encounters,53
42,8,5,RVUs,126.35
42,8,6,Encounters,57
42,8,6,RVUs,72.51
42,9,1,Encounters,38
42,9,1,RVUs,104.23
42,9,2,Encounters,51
42,9,2,RVUs,138.69
42,9,3,Encounters,50
42,9,3,RVUs,129.67
42,9,4,Encounters,45
42,9,4,RVUs,64.82
42,9,5,Encounters,20
42,9,5,RVUs,34.58
42,9,6,Encounters,30
42,9,6,RVUs,84.88
42,10,1,Encounters,25
42,10,1,RVUs,34.07
42,10,2,Encounters,37
42,10,2,RVUs,99.36
42,10,3,Encounters,45
42,10,3,RVUs,102.11
42,10,4,Encounters,41
42,10,4,RVUs,73.67
42,10,5,Encounters,55
42,10,5,RVUs,110.1
42,10,6,Encounters,53
42,10,6,RVUs,131.24
43,1,5,Encounters,205
43,1,5,RVUs,978.17
43,1,6,Encounters,229
43,1,6,RVUs,1486.61
44,1,1,Encounters,274
44,1,1,RVUs,608.14
44,1,2,Encounters,263
44,1,2,RVUs,1117.7
44,1,3,Encounters,297
44,1,3,RVUs,1029.99
44,1,4,Encounters,300
44,1,4,RVUs,1056.64
44,1,5,Encounters,293
44,1,5,RVUs,911.15
44,1,6,Encounters,307
44,1,6,RVUs,951.2
44,2,1,Encounters,191
44,2,1,RVUs,676.36
44,2,2,Encounters,192
44,2,2,RVUs,711.48
44,2,3,Encounters,208
44,2,3,RVUs,498.33
44,2,4,Encounters,249
44,2,4,RVUs,767.07
44,2,5,Encounters,252
44,2,5,RVUs,567.95
44,2,6,Encounters,240
44,2,6,RVUs,794.27
44,3,1,Encounters,24
44,3,1,RVUs,98.54
44,3,2,Encounters,19
44,3,2,RVUs,42.09
44,3,3,Encounters,19
44,3,3,RVUs,58.22
44,3,4,Encounters,26
44,3,4,RVUs,71.43
44,3,5,Encounters,20
44,3,5,RVUs,56.01
44,3,6,Encounters,16
44,3,6,RVUs,67.71
44,4,1,Encounters,15
44,4,1,RVUs,45.68
44,4,2,Encounters,9
44,4,2,RVUs,27.77
44,4,4,Encounters,10
44,4,4,RVUs,27.63
44,4,5,Encounters,11
44,4,5,RVUs,33.03
45,1,1,Encounters,381
45,1,1,RVUs,1962.36
45,1,2,Encounters,363
45,1,2,RVUs,1686.03
45,1,3,Encounters,442
45,1,3,RVUs,2029.89
45,1,4,Encounters,372
45,1,4,RVUs,2751.27
45,1,5,Encounters,381
45,1,5,RVUs,1753.9
45,1,6,Encounters,417
45,1,6,RVUs,2975.7
45,2,1,Encounters,174
45,2,1,RVUs,1157.3
45,2,2,Encounters,159
45,2,2,RVUs,913.92
45,2,3,Encounters,220
45,2,3,RVUs,1206.97
45,2,4,Encounters,201
45,2,4,RVUs,1187.05
45,2,5,Encounters,149
45,2,5,RVUs,905.77
45,2,6,Encounters,133
45,2,6,RVUs,800.99
45,3,1,Encounters,62
45,3,1,RVUs,333.91
45,3,2,Encounters,97
45,3,2,RVUs,528.49
45,3,3,Encounters,60
45,3,3,RVUs,343.3
45,3,4,Encounters,62
45,3,4,RVUs,304.45
45,3,5,Encounters,49
45,3,5,RVUs,287.08
45,3,6,Encounters,53
45,3,6,RVUs,238.76
45,4,6,Encounters,6
45,4,6,RVUs,25.56
46,1,1,Encounters,112
46,1,1,RVUs,657.73
46,1,2,Encounters,103
46,1,2,RVUs,457.97
46,1,3,Encounters,48
46,1,3,RVUs,317.03
46,1,4,Encounters,146
46,1,4,RVUs,987.22
46,1,5,Encounters,154
46,1,5,RVUs,1153.4
46,1,6,Encounters,148
46,1,6,RVUs,795.3
46,2,1,Encounters,261
46,2,1,RVUs,1188.18
46,2,2,Encounters,212
46,2,2,RVUs,1497.96
46,2,3,Encounters,271
46,2,3,RVUs,1482.19
46,2,4,Encounters,274
46,2,4,RVUs,1920.49
46,2,5,Encounters,293
46,2,5,RVUs,1224.7
46,2,6,Encounters,279
46,2,6,RVUs,2077.16
46,3,1,Encounters,341
46,3,1,RVUs,2435.34
46,3,2,Encounters,225
46,3,2,RVUs,1135.62
46,3,3,Encounters,296
46,3,3,RVUs,1567.61
46,3,4,Encounters,384
46,3,4,RVUs,2392.09
46,3,5,Encounters,276
46,3,5,RVUs,1353.89
46,3,6,Encounters,320
46,3,6,RVUs,2214.77
46,4,1,Encounters,185
46,4,1,RVUs,1146.44
46,4,2,Encounters,169
46,4,2,RVUs,755.19
46,4,3,Encounters,229
46,4,3,RVUs,1415.4
46,4,4,Encounters,200
46,4,4,RVUs,853.07
46,4,5,Encounters,237
46,4,5,RVUs,1484.95
46,4,6,Encounters,213
46,4,6,RVUs,1249.66
46,5,1,Encounters,297
46,5,1,RVUs,1525.53
46,5,2,Encounters,255
46,5,2,RVUs,1564.69
46,5,3,Encounters,253
46,5,3,RVUs,1699.12
46,5,4,Encounters,274
46,5,4,RVUs,1824.06
46,5,5,Encounters,287
46,5,5,RVUs,1435.39
46,5,6,Encounters,284
46,5,6,RVUs,2072.42
46,6,1,Encounters,131
46,6,1,RVUs,774.51
46,6,2,Encounters,118
46,6,2,RVUs,830.56
46,6,3,Encounters,135
46,6,3,RVUs,763.29
46,6,4,Encounters,152
46,6,4,RVUs,1106.02
46,6,5,Encounters,178
46,6,5,RVUs,1228.08
46,6,6,Encounters,167
46,6,6,RVUs,1088.97
47,1,1,Encounters,359
47,1,1,RVUs,1088.18
47,1,2,Encounters,254
47,1,2,RVUs,579.73
47,1,3,Encounters,333
47,1,3,RVUs,1163.72
47,1,4,Encounters,326
47,1,4,RVUs,879.92
47,1,5,Encounters,315
47,1,5,RVUs,1277.09
47,1,6,Encounters,254
47,1,6,RVUs,866.31
48,1,1,Encounters,94
48,1,1,RVUs,605.03
48,1,2,Encounters,66
48,1,2,RVUs,466.59
48,1,3,Encounters,81
48,1,3,RVUs,418.93
48,1,4,Encounters,64
48,1,4,RVUs,255.14
48,1,5,Encounters,96
48,1,5,RVUs,692.05
48,1,6,Encounters,80
48,1,6,RVUs,381.25
48,2,1,Encounters,147
48,2,1,RVUs,1072.36
48,2,2,Encounters,137
48,2,2,RVUs,875.65
48,2,3,Encounters,150
48,2,3,RVUs,972.9
48,2,4,Encounters,178
48,2,4,RVUs,1133.5
48,2,5,Encounters,200
48,2,5,RVUs,860.5
48,2,6,Encounters,139
48,2,6,RVUs,880.85
48,3,1,Encounters,198
48,3,1,RVUs,1481.36
48,3,2,Encounters,158
48,3,2,RVUs,1087.83
48,3,3,Encounters,213
48,3,3,RVUs,1317.73
48,3,4,Encounters,225
48,3,4,RVUs,1421.69
48,3,5,Encounters,235
48,3,5,RVUs,1152.43
48,3,6,Encounters,243
48,3,6,RVUs,1473.35
49,1,1,Encounters,229
49,1,1,RVUs,608.44
49,1,2,Encounters,167
49,1,2,RVUs,472.96
49,1,3,Encounters,201
49,1,3,RVUs,524.58
49,1,4,Encounters,257
49,1,4,RVUs,727.45
49,1,5,Encounters,256
49,1,5,RVUs,610.21
49,1,6,Encounters,261
49,1,6,RVUs,688.23
49,2,1,Encounters,16
49,2,1,RVUs,37.63
49,2,2,Encounters,23
49,2,2,RVUs,53.73
49,2,3,Encounters,39
49,2,3,RVUs,99.25
49,2,4,Encounters,17
49,2,4,RVUs,38.51
49,2,5,Encounters,31
49,2,5,RVUs,83.77
49,2,6,Encounters,25
49,2,6,RVUs,60.12
49,3,1,Encounters,169
49,3,1,RVUs,365.6
49,3,2,Encounters,150
49,3,2,RVUs,341.42
49,3,3,Encounters,166
49,3,3,RVUs,443.67
49,3,4,Encounters,211
49,3,4,RVUs,529.41
49,3,5,Encounters,171
49,3,5,RVUs,358.82
49,3,6,Encounters,241
49,3,6,RVUs,547.5
49,4,1,Encounters,104
49,4,1,RVUs,273.74
49,4,2,Encounters,223
49,4,2,RVUs,489.87
49,4,3,Encounters,232
49,4,3,RVUs,520.99
49,4,4,Encounters,142
49,4,4,RVUs,323.52
49,4,5,Encounters,297
49,4,5,RVUs,806.04
49,4,6,Encounters,261
49,4,6,RVUs,734.3
49,5,1,Encounters,119
49,5,1,RVUs,280.03
49,5,2,Encounters,68
49,5,2,RVUs,164.72
49,5,3,Encounters,122
49,5,3,RVUs,308.88
49,5,4,Encounters,133
49,5,4,RVUs,302.88
49,5,5,Encounters,130
49,5,5,RVUs,371.57
49,5,6,Encounters,119
49,5,6,RVUs,250.07
49,6,1,Encounters,192
49,6,1,RVUs,435.05
49,6,2,Encounters,90
49,6,2,RVUs,198.48
49,6,3,Encounters,189
49,6,3,RVUs,419.17
49,6,4,Encounters,172
49,6,4,RVUs,379.87
49,6,5,Encounters,195
49,6,5,RVUs,523.33
49,6,6,Encounters,162
49,6,6,RVUs,395.14
49,7,1,Encounters,203
49,7,1,RVUs,441.45
49,7,2,Encounters,114
49,7,2,RVUs,302.19
49,7,3,Encounters,170
49,7,3,RVUs,392.26
49,7,4,Encounters,134
49,7,4,RVUs,343.34
49,7,5,Encounters,171
49,7,5,RVUs,398.49
49,7,6,Encounters,180
49,7,6,RVUs,423.3
49,8,1,Encounters,141
49,8,1,RVUs,370.46
49,8,2,Encounters,83
49,8,2,RVUs,207.3
49,8,3,Encounters,154
49,8,3,RVUs,389.73
49,8,4,Encounters,159
49,8,4,RVUs,421.44
49,8,5,Encounters,125
49,8,5,RVUs,340.93
49,8,6,Encounters,148
49,8,6,RVUs,334.92
49,9,1,Encounters,117
49,9,1,RVUs,262.82
49,9,2,Encounters,61
49,9,2,RVUs,161.94
49,9,3,Encounters,116
49,9,3,RVUs,281.3
49,9,4,Encounters,88
49,9,4,RVUs,230.31
49,9,5,Encounters,68
49,9,5,RVUs,176.25
49,9,6,Encounters,116
49,9,6,RVUs,249.15
50,1,1,Encounters,172
50,1,1,RVUs,438.01
50,1,2,Encounters,250
50,1,2,RVUs,400.1
50,1,3,Encounters,355
50,1,3,RVUs,576.74
50,1,4,Encounters,369
50,1,4,RVUs,1063.53
50,1,5,Encounters,135
50,1,5,RVUs,193.75
50,1,6,Encounters,246
50,1,6,RVUs,384.24
50,2,1,Encounters,347
50,2,1,RVUs,870.12
50,2,2,Encounters,246
50,2,2,RVUs,332.31
50,2,3,Encounters,304
50,2,3,RVUs,477.49
50,2,4,Encounters,294
50,2,4,RVUs,717.87
50,2,5,Encounters,323
50,2,5,RVUs,780.84
50,2,6,Encounters,250
50,2,6,RVUs,566.05
50,3,1,Encounters,313
50,3,1,RVUs,695.49
50,3,2,Encounters,249
50,3,2,RVUs,628.71
50,3,3,Encounters,262
50,3,3,RVUs,755.22
50,3,4,Encounters,342
50,3,4,RVUs,732.63
50,3,5,Encounters,280
50,3,5,RVUs,805.84
50,3,6,Encounters,269
50,3,6,RVUs,458.27
50,4,1,Encounters,246
50,4,1,RVUs,630.25
50,4,2,Encounters,268
50,4,2,RVUs,615.49
50,4,3,Encounters,334
50,4,3,RVUs,765.03
50,4,4,Encounters,233
50,4,4,RVUs,580.07
50,4,5,Encounters,278
50,4,5,RVUs,564.24
50,4,6,Encounters,233
50,4,6,RVUs,543.88
51,1,1,Encounters,14
51,1,1,RVUs,51.92
51,1,2,Encounters,6
51,1,2,RVUs,22.93
51,1,3,Encounters,7
51,1,3,RVUs,16.79
51,1,4,Encounters,11
51,1,4,RVUs,38.2
51,1,5,Encounters,20
51,1,5,RVUs,61.3
51,1,6,Encounters,19
51,1,6,RVUs,60.98
52,1,1,Encounters,265
52,1,1,RVUs,563.19
52,1,2,Encounters,210
52,1,2,RVUs,502.71
52,1,3,Encounters,223
52,1,3,RVUs,626.95
52,1,4,Encounters,217
52,1,4,RVUs,460.59
52,1,5,Encounters,208
52,1,5,RVUs,473.72
52,1,6,Encounters,274
52,1,6,RVUs,619.78
52,2,4,Encounters,13
52,2,4,RVUs,36.31
52,2,5,Encounters,30
52,2,5,RVUs,54.11
52,3,1,Encounters,258
52,3,1,RVUs,489.29
52,3,2,Encounters,205
52,3,2,RVUs,435.81
52,3,3,Encounters,310
52,3,3,RVUs,831.4
52,3,4,Encounters,188
52,3,4,RVUs,326.02
52,3,5,Encounters,239
52,3,5,RVUs,520.74
52,3,6,Encounters,200
52,3,6,RVUs,426.24
52,4,2,Encounters,23
52,4,2,RVUs,29.31
52,4,3,Encounters,48
52,4,3,RVUs,109.29
52,4,4,Encounters,44
52,4,4,RVUs,115.79
52,4,5,Encounters,29
52,4,5,RVUs,78.82
52,4,6,Encounters,38
52,4,6,RVUs,93.11
53,1,1,Encounters,287
53,1,1,RVUs,1883.7
53,1,2,Encounters,291
53,1,2,RVUs,1988.52
53,1,3,Encounters,141
53,1,3,RVUs,901.38
53,1,4,Encounters,372
53,1,4,RVUs,2052.96
53,1,5,Encounters,386
53,1,5,RVUs,2250.89
53,1,6,Encounters,198
53,1,6,RVUs,1371.19
53,2,1,Encounters,118
53,2,1,RVUs,626.05
53,2,2,Encounters,94
53,2,2,RVUs,668.04
53,2,3,Encounters,108
53,2,3,RVUs,753.49
53,2,4,Encounters,107
53,2,4,RVUs,570.56
53,2,5,Encounters,157
53,2,5,RVUs,947.27
53,2,6,Encounters,100
53,2,6,RVUs,522.3
53,3,1,Encounters,192
53,3,1,RVUs,953.53
53,3,2,Encounters,166
53,3,2,RVUs,1233.86
53,3,3,Encounters,196
53,3,3,RVUs,881.06
53,3,4,Encounters,226
53,3,4,RVUs,1612
53,3,5,Encounters,179
53,3,5,RVUs,1091.55
53,3,6,Encounters,130
53,3,6,RVUs,782.65
53,4,1,Encounters,371
53,4,1,RVUs,1791.87
53,4,2,Encounters,334
53,4,2,RVUs,1935.07
53,4,3,Encounters,283
53,4,3,RVUs,1956.07
53,4,4,Encounters,394
53,4,4,RVUs,2258.63
53,4,5,Encounters,397
53,4,5,RVUs,2397.32
53,4,6,Encounters,346
53,4,6,RVUs,1600.74
53,5,1,Encounters,29
53,5,1,RVUs,155.69
53,5,2,Encounters,32
53,5,2,RVUs,210.53
53,5,3,Encounters,37
53,5,3,RVUs,164.22
53,5,4,Encounters,41
53,5,4,RVUs,168.82
53,5,5,Encounters,42
53,5,5,RVUs,206.47
53,5,6,Encounters,31
53,5,6,RVUs,133.95
53,6,1,Encounters,99
53,6,1,RVUs,445.61
53,6,2,Encounters,110
53,6,2,RVUs,636.8
53,6,3,Encounters,120
53,6,3,RVUs,733.95
53,6,4,Encounters,122
53,6,4,RVUs,762.65
53,6,5,Encounters,123
53,6,5,RVUs,792.93
53,6,6,Encounters,96
53,6,6,RVUs,582.52
53,7,1,Encounters,99
53,7,1,RVUs,544.85
53,7,2,Encounters,91
53,7,2,RVUs,664.17
53,7,3,Encounters,78
53,7,3,RVUs,336.45
53,7,4,Encounters,69
53,7,4,RVUs,323.39
53,7,5,Encounters,83
53,7,5,RVUs,587.16
53,7,6,Encounters,93
53,7,6,RVUs,539.43
53,8,1,Encounters,210
53,8,1,RVUs,876.85
53,8,2,Encounters,241
53,8,2,RVUs,1661.32
53,8,3,Encounters,250
53,8,3,RVUs,1572.71
53,8,4,Encounters,230
53,8,4,RVUs,1600.27
53,8,5,Encounters,193
53,8,5,RVUs,1108.31
53,8,6,Encounters,303
53,8,6,RVUs,2166.04
53,9,1,Encounters,173
53,9,1,RVUs,752.17
53,9,2,Encounters,120
53,9,2,RVUs,521.37
53,9,3,Encounters,152
53,9,3,RVUs,986.4
53,9,4,Encounters,162
53,9,4,RVUs,720.07
53,9,5,Encounters,154
53,9,5,RVUs,1023.23
53,9,6,Encounters,148
53,9,6,RVUs,785.09
53,10,1,Encounters,52
53,10,1,RVUs,221.15
53,10,2,Encounters,37
53,10,2,RVUs,248.78
53,10,3,Encounters,38
53,10,3,RVUs,234.37
53,10,4,Encounters,64
53,10,4,RVUs,459.23
53,10,5,Encounters,57
53,10,5,RVUs,276.99
53,10,6,Encounters,41
53,10,6,RVUs,188
53,11,1,Encounters,412
53,11,1,RVUs,2311.7
53,11,2,Encounters,385
53,11,2,RVUs,1839.04
53,11,3,Encounters,282
53,11,3,RVUs,1181.57
53,11,4,Encounters,442
53,11,4,RVUs,2404.12
53,11,5,Encounters,364
53,11,5,RVUs,2583.86
53,11,6,Encounters,405
53,11,6,RVUs,2674.62
53,12,1,Encounters,22
53,12,1,RVUs,135.18
53,12,2,Encounters,34
53,12,2,RVUs,163.85
53,12,3,Encounters,98
53,12,3,RVUs,493.04
53,12,4,Encounters,48
53,12,4,RVUs,224.02
53,12,5,Encounters,112
53,12,5,RVUs,787.96
53,12,6,Encounters,97
53,12,6,RVUs,681.22
53,13,4,Encounters,6
53,13,4,RVUs,40.22
53,13,5,Encounters,33
53,13,5,RVUs,258.91
53,13,6,Encounters,36
53,13,6,RVUs,251.7
54,1,1,Encounters,16
54,1,1,RVUs,36.51
54,1,2,Encounters,6
54,1,2,RVUs,13.34
54,1,3,Encounters,7
54,1,3,RVUs,17.59
54,1,4,Encounters,17
54,1,4,RVUs,35.52
54,1,5,Encounters,6
54,1,5,RVUs,16.72
54,2,1,Encounters,11
54,2,1,RVUs,36.04
