Practice ID,Provider ID,Observation Month,Variable,Value
31,27,2,Time Exam,1844.04
31,27,2,Time Signoff,65.52
31,27,2,Time Postvisit,32.99
31,27,3,Time Intake,0
31,27,3,Time Exam,1803.62
31,27,3,Time Signoff,49.93
31,27,3,Time Postvisit,137.6
31,27,4,Time Intake,0
31,27,4,Time Exam,1524.45
31,27,4,Time Signoff,39.31
31,27,4,Time Postvisit,48.25
31,27,5,Time Intake,0
31,27,5,Time Exam,1843.57
31,27,5,Time Signoff,54.59
31,27,5,Time Postvisit,72.94
31,27,6,Time Intake,0.98
31,27,6,Time Exam,1388.15
31,27,6,Time Signoff,28.88
31,27,6,Time Postvisit,18.94
31,28,1,Time Intake,263.34
31,28,1,Time Exam,247
31,28,1,Time Signoff,16.84
31,28,1,Time Postvisit,547.27
31,28,2,Time Intake,169.96
31,28,2,Time Exam,210.72
31,28,2,Time Signoff,18.11
31,28,2,Time Postvisit,461.16
31,28,3,Time Intake,274.48
31,28,3,Time Exam,219.9
31,28,3,Time Signoff,16.59
31,28,3,Time Postvisit,560.85
31,28,4,Time Intake,212.64
31,28,4,Time Exam,244.33
31,28,4,Time Signoff,15.31
31,28,4,Time Postvisit,503.14
31,28,5,Time Intake,279.4
31,28,5,Time Exam,268.95
31,28,5,Time Signoff,25.9
31,28,5,Time Postvisit,529.44
31,28,6,Time Intake,223.27
31,28,6,Time Exam,224.83
31,28,6,Time Signoff,25.18
31,28,6,Time Postvisit,505.12
31,29,1,Time Intake,0
31,29,1,Time Exam,324.99
31,29,1,Time Signoff,3.61
31,29,1,Time Postvisit,344.71
31,29,2,Time Intake,0.89
31,29,2,Time Exam,384.75
31,29,2,Time Signoff,10.35
31,29,2,Time Postvisit,234.87
31,29,3,Time Intake,0
31,29,3,Time Exam,273.5
31,29,3,Time Signoff,8.5
31,29,3,Time Postvisit,136.39
31,29,4,Time Intake,0
31,29,4,Time Exam,476.41
31,29,4,Time Signoff,5.5
31,29,4,Time Postvisit,289.32
31,29,5,Time Intake,0.32
31,29,5,Time Exam,447.51
31,29,5,Time Signoff,6.78
31,29,5,Time Postvisit,187.58
31,29,6,Time Intake,5.2
31,29,6,Time Exam,292.41
31,29,6,Time Signoff,4.38
31,29,6,Time Postvisit,102.85
31,30,1,Time Intake,0
31,30,1,Time Exam,97.78
31,30,1,Time Signoff,4.28
31,30,1,Time Postvisit,1.67
31,30,2,Time Intake,0
31,30,2,Time Exam,71.51
31,30,2,Time Signoff,0.42
31,30,2,Time Postvisit,13.29
31,30,3,Time Intake,0
31,30,3,Time Exam,88.73
31,30,3,Time Signoff,1.47
31,30,3,Time Postvisit,15.63
31,30,5,Time Intake,0
31,30,5,Time Exam,54.63
31,30,5,Time Signoff,0.53
31,30,5,Time Postvisit,7.93
31,30,6,Time Intake,1.33
31,30,6,Time Exam,58.77
31,30,6,Time Signoff,0.88
31,30,6,Time Postvisit,0
31,31,1,Time Intake,0
31,31,1,Time Exam,18.97
31,31,1,Time Signoff,1.53
31,31,1,Time Postvisit,35.63
31,31,2,Time Intake,0
31,31,2,Time Exam,26.25
31,31,2,Time Signoff,1.75
31,31,2,Time Postvisit,14.54
31,31,3,Time Intake,0
31,31,3,Time Exam,63.7
31,31,3,Time Signoff,1.11
31,31,3,Time Postvisit,36.04
31,31,4,Time Intake,0
31,31,4,Time Exam,49.78
31,31,4,Time Signoff,0.52
31,31,4,Time Postvisit,67.49
31,31,5,Time Intake,0
31,31,5,Time Exam,59.7
31,31,5,Time Signoff,0.93
31,31,5,Time Postvisit,21.97
31,31,6,Time Intake,0
31,31,6,Time Exam,0
31,31,6,Time Signoff,0
31,31,6,Time Postvisit,20.45
31,32,1,Time Intake,39.59
31,32,1,Time Exam,586.71
31,32,1,Time Signoff,13.04
31,32,1,Time Postvisit,14.38
31,32,2,Time Intake,32.87
31,32,2,Time Exam,643.36
31,32,2,Time Signoff,30.54
31,32,2,Time Postvisit,19.84
31,32,3,Time Intake,15.75
31,32,3,Time Exam,709.52
31,32,3,Time Signoff,24.66
31,32,3,Time Postvisit,11.26
31,32,4,Time Intake,32.65
31,32,4,Time Exam,612.39
31,32,4,Time Signoff,22.14
31,32,4,Time Postvisit,12
31,32,5,Time Intake,41.54
31,32,5,Time Exam,727.18
31,32,5,Time Signoff,30.59
31,32,5,Time Postvisit,15
31,32,6,Time Intake,15.99
31,32,6,Time Exam,522.2
31,32,6,Time Signoff,15.94
31,32,6,Time Postvisit,5.09
31,33,1,Time Intake,0
31,33,1,Time Exam,1384.49
31,33,1,Time Signoff,62.67
31,33,1,Time Postvisit,18.13
31,33,2,Time Intake,0
31,33,2,Time Exam,1326.2
31,33,2,Time Signoff,57.17
31,33,2,Time Postvisit,41.94
31,33,3,Time Intake,0
31,33,3,Time Exam,1545.87
31,33,3,Time Signoff,70.2
31,33,3,Time Postvisit,6.36
31,33,4,Time Intake,0
31,33,4,Time Exam,1395.93
31,33,4,Time Signoff,63.89
31,33,4,Time Postvisit,34.16
31,33,5,Time Intake,0
31,33,5,Time Exam,1396.5
31,33,5,Time Signoff,51.85
31,33,5,Time Postvisit,39.9
31,33,6,Time Intake,0
31,33,6,Time Exam,1268.83
31,33,6,Time Signoff,50.8
31,33,6,Time Postvisit,39.69
31,34,1,Time Intake,0
31,34,1,Time Exam,1399.07
31,34,1,Time Signoff,18.94
31,34,1,Time Postvisit,417.72
31,34,2,Time Intake,3.59
31,34,2,Time Exam,1266.96
31,34,2,Time Signoff,15.63
31,34,2,Time Postvisit,432.65
31,34,3,Time Intake,0
31,34,3,Time Exam,1588.2
31,34,3,Time Signoff,18.64
31,34,3,Time Postvisit,554.8
31,34,4,Time Intake,0
31,34,4,Time Exam,1453.15
31,34,4,Time Signoff,13.87
31,34,4,Time Postvisit,519.97
31,34,5,Time Intake,4.09
31,34,5,Time Exam,1390.59
31,34,5,Time Signoff,24.88
31,34,5,Time Postvisit,505.45
31,34,6,Time Intake,1.12
31,34,6,Time Exam,714.43
31,34,6,Time Signoff,15.88
31,34,6,Time Postvisit,268.76
31,35,1,Time Intake,0
31,35,1,Time Exam,755.99
31,35,1,Time Signoff,57.73
31,35,1,Time Postvisit,9.71
31,35,2,Time Intake,9.47
31,35,2,Time Exam,752.23
31,35,2,Time Signoff,46.8
31,35,2,Time Postvisit,11.29
31,35,3,Time Intake,0.09
31,35,3,Time Exam,538.34
31,35,3,Time Signoff,31.24
31,35,3,Time Postvisit,4.03
31,35,4,Time Intake,0.55
31,35,4,Time Exam,1093.72
31,35,4,Time Signoff,76.97
31,35,4,Time Postvisit,8.27
31,35,5,Time Intake,0.79
31,35,5,Time Exam,879.87
31,35,5,Time Signoff,72.63
31,35,5,Time Postvisit,10.88
31,35,6,Time Intake,1.19
31,35,6,Time Exam,991.23
31,35,6,Time Signoff,76.59
31,35,6,Time Postvisit,10.87
31,36,1,Time Intake,50.51
31,36,1,Time Exam,77.92
31,36,1,Time Signoff,6.62
31,36,1,Time Postvisit,33.14
31,36,2,Time Intake,72.18
31,36,2,Time Exam,61.29
31,36,2,Time Signoff,7.58
31,36,2,Time Postvisit,36.08
31,36,3,Time Intake,44.63
31,36,3,Time Exam,70.93
31,36,3,Time Signoff,17.88
31,36,3,Time Postvisit,17.95
31,36,4,Time Intake,21.55
31,36,4,Time Exam,21.23
31,36,4,Time Signoff,2.28
31,36,4,Time Postvisit,111.74
31,36,5,Time Intake,49.6
31,36,5,Time Exam,54.38
31,36,5,Time Signoff,8.76
31,36,5,Time Postvisit,76.47
31,36,6,Time Intake,25.73
31,36,6,Time Exam,26.77
31,36,6,Time Signoff,3.67
31,36,6,Time Postvisit,132.82
31,37,1,Time Intake,31.62
31,37,1,Time Exam,53.19
31,37,1,Time Signoff,4.82
31,37,1,Time Postvisit,70.24
31,37,2,Time Intake,180.53
31,37,2,Time Exam,196.53
31,37,2,Time Signoff,16.28
31,37,2,Time Postvisit,51.31
31,37,3,Time Intake,158.98
31,37,3,Time Exam,113.2
31,37,3,Time Signoff,12.51
31,37,3,Time Postvisit,46.5
31,37,4,Time Intake,326.26
31,37,4,Time Exam,282.86
31,37,4,Time Signoff,8.63
31,37,4,Time Postvisit,154.28
31,37,5,Time Intake,233.1
31,37,5,Time Exam,307.92
31,37,5,Time Signoff,15.76
31,37,5,Time Postvisit,176.44
31,37,6,Time Intake,311.71
31,37,6,Time Exam,288.12
31,37,6,Time Signoff,8.38
31,37,6,Time Postvisit,210.06
31,38,1,Time Intake,0
31,38,1,Time Exam,65.84
31,38,1,Time Signoff,2.36
31,38,1,Time Postvisit,1.72
31,38,2,Time Intake,0
31,38,2,Time Exam,8.77
31,38,2,Time Signoff,0.81
31,38,2,Time Postvisit,0.39
31,39,1,Time Intake,1.41
31,39,1,Time Exam,1.91
31,39,1,Time Signoff,0.61
31,39,1,Time Postvisit,0.19
31,39,3,Time Intake,0
31,39,3,Time Exam,0
31,39,3,Time Signoff,0
31,39,3,Time Postvisit,5.94
31,40,1,Time Intake,304.78
31,40,1,Time Exam,896.55
31,40,1,Time Signoff,124.64
31,40,1,Time Postvisit,135.28
31,40,2,Time Intake,285.37
31,40,2,Time Exam,780.75
31,40,2,Time Signoff,63.48
31,40,2,Time Postvisit,139.92
31,40,3,Time Intake,212.04
31,40,3,Time Exam,651.63
31,40,3,Time Signoff,76.45
31,40,3,Time Postvisit,141.54
31,40,4,Time Intake,318.6
31,40,4,Time Exam,885.35
31,40,4,Time Signoff,102.14
31,40,4,Time Postvisit,175.33
31,40,5,Time Intake,383.9
31,40,5,Time Exam,1013.52
31,40,5,Time Signoff,128.93
31,40,5,Time Postvisit,138.47
31,40,6,Time Intake,616.09
31,40,6,Time Exam,1206.86
31,40,6,Time Signoff,81.14
31,40,6,Time Postvisit,246.5
31,41,1,Time Intake,15.94
31,41,1,Time Exam,0
31,41,1,Time Signoff,0
31,41,1,Time Postvisit,0.03
31,41,3,Time Intake,0.92
31,41,3,Time Exam,1.39
31,41,3,Time Signoff,2.83
31,41,3,Time Postvisit,4.71
31,41,4,Time Intake,5.01
31,41,4,Time Exam,4.3
31,41,4,Time Signoff,0.16
31,41,4,Time Postvisit,0.11
31,41,5,Time Intake,1.6
31,41,5,Time Exam,0.96
31,41,5,Time Signoff,0.4
31,41,5,Time Postvisit,7.42
31,41,6,Time Intake,0.9
31,41,6,Time Exam,0.87
31,41,6,Time Signoff,0.56
31,41,6,Time Postvisit,0.14
31,42,1,Time Intake,0
31,42,1,Time Exam,234.01
31,42,1,Time Signoff,11.47
31,42,1,Time Postvisit,5.21
31,42,2,Time Intake,0
31,42,2,Time Exam,233.14
31,42,2,Time Signoff,17.26
31,42,2,Time Postvisit,36.31
31,42,3,Time Intake,0
31,42,3,Time Exam,199.59
31,42,3,Time Signoff,7.5
31,42,3,Time Postvisit,16.39
31,42,4,Time Intake,0
31,42,4,Time Exam,220.95
31,42,4,Time Signoff,29.05
31,42,4,Time Postvisit,18.7
31,42,5,Time Intake,0
31,42,5,Time Exam,156.7
31,42,5,Time Signoff,7.93
31,42,5,Time Postvisit,10.1
31,42,6,Time Intake,2.76
31,42,6,Time Exam,306.36
31,42,6,Time Signoff,41.32
31,42,6,Time Postvisit,0.2
31,43,1,Time Intake,3.18
31,43,1,Time Exam,789.07
31,43,1,Time Signoff,44.09
31,43,1,Time Postvisit,129.72
31,43,2,Time Intake,0.07
31,43,2,Time Exam,465.6
31,43,2,Time Signoff,18.45
31,43,2,Time Postvisit,120.96
31,43,3,Time Intake,2.05
31,43,3,Time Exam,755.91
31,43,3,Time Signoff,45.48
31,43,3,Time Postvisit,156.05
31,43,4,Time Intake,4.27
31,43,4,Time Exam,739.38
31,43,4,Time Signoff,46.91
31,43,4,Time Postvisit,38.01
31,43,5,Time Intake,0.98
31,43,5,Time Exam,629.58
31,43,5,Time Signoff,52.49
31,43,5,Time Postvisit,95.27
31,43,6,Time Intake,2.32
31,43,6,Time Exam,498.67
31,43,6,Time Signoff,20.93
31,43,6,Time Postvisit,123.75
31,44,1,Time Intake,121.7
31,44,1,Time Exam,32.63
31,44,1,Time Signoff,6.1
31,44,1,Time Postvisit,3.04
31,44,2,Time Intake,45.6
31,44,2,Time Exam,13.1
31,44,2,Time Signoff,1.92
31,44,2,Time Postvisit,0.08
31,44,3,Time Intake,245.52
31,44,3,Time Exam,70.91
31,44,3,Time Signoff,5.72
31,44,3,Time Postvisit,5.14
31,44,4,Time Intake,255.07
31,44,4,Time Exam,808.62
31,44,4,Time Signoff,42.18
31,44,4,Time Postvisit,25.71
31,44,5,Time Intake,289.28
31,44,5,Time Exam,888.33
31,44,5,Time Signoff,60.08
31,44,5,Time Postvisit,12.4
31,44,6,Time Intake,197.53
31,44,6,Time Exam,700.63
31,44,6,Time Signoff,23.88
31,44,6,Time Postvisit,15.61
31,45,1,Time Intake,19.4
31,45,1,Time Exam,1212.6
31,45,1,Time Signoff,14.72
31,45,1,Time Postvisit,382.62
31,45,2,Time Intake,6.96
31,45,2,Time Exam,941.35
31,45,2,Time Signoff,17.47
31,45,2,Time Postvisit,383.06
31,45,3,Time Intake,3.97
31,45,3,Time Exam,1042.62
31,45,3,Time Signoff,11.76
31,45,3,Time Postvisit,224.75
31,45,4,Time Intake,7.04
31,45,4,Time Exam,1011.32
31,45,4,Time Signoff,12.71
31,45,4,Time Postvisit,187.01
31,45,5,Time Intake,1.5
31,45,5,Time Exam,1003.17
31,45,5,Time Signoff,11.77
31,45,5,Time Postvisit,255.51
31,45,6,Time Intake,14.46
31,45,6,Time Exam,782.43
31,45,6,Time Signoff,10.06
31,45,6,Time Postvisit,221.39
31,46,1,Time Intake,0
31,46,1,Time Exam,534.14
31,46,1,Time Signoff,15
31,46,1,Time Postvisit,2.86
31,46,2,Time Intake,0
31,46,2,Time Exam,350.06
31,46,2,Time Signoff,16.35
31,46,2,Time Postvisit,41.15
31,46,3,Time Intake,2.12
31,46,3,Time Exam,508.93
31,46,3,Time Signoff,25.27
31,46,3,Time Postvisit,2
31,46,4,Time Intake,0
31,46,4,Time Exam,393.26
31,46,4,Time Signoff,8.59
31,46,4,Time Postvisit,2.45
31,46,5,Time Intake,0.13
31,46,5,Time Exam,466.05
31,46,5,Time Signoff,36.98
31,46,5,Time Postvisit,6.06
31,46,6,Time Intake,0
31,46,6,Time Exam,374.85
31,46,6,Time Signoff,27.5
31,46,6,Time Postvisit,19.59
31,47,1,Time Intake,1.76
31,47,1,Time Exam,1807.62
31,47,1,Time Signoff,37.33
31,47,1,Time Postvisit,137.49
31,47,2,Time Intake,0.04
31,47,2,Time Exam,1539.66
31,47,2,Time Signoff,53.5
31,47,2,Time Postvisit,160.21
31,47,3,Time Intake,0
31,47,3,Time Exam,1575.25
31,47,3,Time Signoff,44.5
31,47,3,Time Postvisit,231.99
31,47,4,Time Intake,0
31,47,4,Time Exam,1395.24
31,47,4,Time Signoff,58.89
31,47,4,Time Postvisit,180.71
31,47,5,Time Intake,0.4
31,47,5,Time Exam,1457.47
31,47,5,Time Signoff,42.86
31,47,5,Time Postvisit,250.82
31,47,6,Time Intake,0.29
31,47,6,Time Exam,1679.05
31,47,6,Time Signoff,55.25
31,47,6,Time Postvisit,229.55
31,48,1,Time Intake,6.55
31,48,1,Time Exam,1024.43
31,48,1,Time Signoff,63.12
31,48,1,Time Postvisit,222.98
31,48,2,Time Intake,13.13
31,48,2,Time Exam,820.6
31,48,2,Time Signoff,38.85
31,48,2,Time Postvisit,246.51
31,48,3,Time Intake,7.14
31,48,3,Time Exam,888.15
31,48,3,Time Signoff,38.98
31,48,3,Time Postvisit,244.51
31,48,4,Time Intake,16.26
31,48,4,Time Exam,752.81
31,48,4,Time Signoff,38.8
31,48,4,Time Postvisit,198.64
31,48,5,Time Intake,17.23
31,48,5,Time Exam,774.14
31,48,5,Time Signoff,45.68
31,48,5,Time Postvisit,236.7
31,48,6,Time Intake,15.79
31,48,6,Time Exam,837.64
31,48,6,Time Signoff,32.46
31,48,6,Time Postvisit,170.82
31,49,1,Time Intake,0
31,49,1,Time Exam,725.82
31,49,1,Time Signoff,43.28
31,49,1,Time Postvisit,122.65
31,49,2,Time Intake,0.24
31,49,2,Time Exam,521.96
31,49,2,Time Signoff,51.77
31,49,2,Time Postvisit,146.56
31,49,3,Time Intake,0.97
31,49,3,Time Exam,742.71
31,49,3,Time Signoff,64.07
31,49,3,Time Postvisit,41.56
31,49,4,Time Intake,2.57
31,49,4,Time Exam,793.02
31,49,4,Time Signoff,92.37
31,49,4,Time Postvisit,85.28
31,49,5,Time Intake,0
31,49,5,Time Exam,242.59
31,49,5,Time Signoff,41.15
31,49,5,Time Postvisit,47.12
31,49,6,Time Intake,0
31,49,6,Time Exam,484.2
31,49,6,Time Signoff,56.01
31,49,6,Time Postvisit,92.38
31,50,1,Time Intake,158.01
31,50,1,Time Exam,288.72
31,50,1,Time Signoff,22.83
31,50,1,Time Postvisit,89.3
31,50,2,Time Intake,498.92
31,50,2,Time Exam,675.88
31,50,2,Time Signoff,89.85
31,50,2,Time Postvisit,207.38
31,50,3,Time Intake,914.69
31,50,3,Time Exam,1152.63
31,50,3,Time Signoff,47.25
31,50,3,Time Postvisit,336.9
31,50,4,Time Intake,681.61
31,50,4,Time Exam,1478.42
31,50,4,Time Signoff,34.29
31,50,4,Time Postvisit,340.59
31,50,5,Time Intake,432.46
31,50,5,Time Exam,1356.77
31,50,5,Time Signoff,82.54
31,50,5,Time Postvisit,183.75
31,50,6,Time Intake,639.74
31,50,6,Time Exam,1705.89
31,50,6,Time Signoff,109.79
31,50,6,Time Postvisit,235.19
31,51,1,Time Intake,0
31,51,1,Time Exam,973.28
31,51,1,Time Signoff,108.68
31,51,1,Time Postvisit,332.71
31,51,2,Time Intake,0
31,51,2,Time Exam,765.17
31,51,2,Time Signoff,74.87
31,51,2,Time Postvisit,551.88
31,51,3,Time Intake,0
31,51,3,Time Exam,873.56
31,51,3,Time Signoff,113.74
31,51,3,Time Postvisit,494.62
31,51,4,Time Intake,3.11
31,51,4,Time Exam,1007.4
31,51,4,Time Signoff,73.49
31,51,4,Time Postvisit,561.82
31,51,5,Time Intake,0.09
31,51,5,Time Exam,966.07
31,51,5,Time Signoff,84.26
31,51,5,Time Postvisit,265.79
31,51,6,Time Intake,1.48
31,51,6,Time Exam,1001.25
31,51,6,Time Signoff,94.05
31,51,6,Time Postvisit,438.96
31,52,1,Time Intake,0.52
31,52,1,Time Exam,322.72
31,52,1,Time Signoff,46.12
31,52,1,Time Postvisit,401.57
31,52,2,Time Intake,0
31,52,2,Time Exam,426.36
31,52,2,Time Signoff,69.22
31,52,2,Time Postvisit,343.74
31,52,3,Time Intake,7.19
31,52,3,Time Exam,386.02
31,52,3,Time Signoff,113.23
31,52,3,Time Postvisit,326.81
31,52,4,Time Intake,6.2
31,52,4,Time Exam,468.32
31,52,4,Time Signoff,74.95
31,52,4,Time Postvisit,398.6
31,52,5,Time Intake,1.82
31,52,5,Time Exam,338.76
31,52,5,Time Signoff,61.18
31,52,5,Time Postvisit,361.1
31,52,6,Time Intake,5.2
31,52,6,Time Exam,238.39
31,52,6,Time Signoff,47.06
31,52,6,Time Postvisit,381.05
31,53,1,Time Intake,0
31,53,1,Time Exam,28.47
31,53,1,Time Signoff,0
31,53,1,Time Postvisit,10.94
31,53,2,Time Intake,0
31,53,2,Time Exam,23.83
31,53,2,Time Signoff,0
31,53,2,Time Postvisit,54.58
31,53,3,Time Intake,0
31,53,3,Time Exam,9.79
31,53,3,Time Signoff,0
31,53,3,Time Postvisit,22.73
31,53,4,Time Intake,0
31,53,4,Time Exam,19.25
31,53,4,Time Signoff,0
31,53,4,Time Postvisit,4.94
31,53,5,Time Intake,0
31,53,5,Time Exam,0
31,53,5,Time Signoff,0
31,53,5,Time Postvisit,8.46
31,53,6,Time Intake,0
31,53,6,Time Exam,41.04
31,53,6,Time Signoff,0
31,53,6,Time Postvisit,47.79
31,54,1,Time Intake,0.54
31,54,1,Time Exam,971.51
31,54,1,Time Signoff,68.71
31,54,1,Time Postvisit,51.47
31,54,2,Time Intake,16.59
31,54,2,Time Exam,755.4
31,54,2,Time Signoff,25.98
31,54,2,Time Postvisit,110.88
31,54,3,Time Intake,3.11
31,54,3,Time Exam,445.76
31,54,3,Time Signoff,28.19
31,54,3,Time Postvisit,114.02
31,54,4,Time Intake,3.17
31,54,4,Time Exam,563.28
31,54,4,Time Signoff,15.6
31,54,4,Time Postvisit,171.65
31,54,5,Time Intake,15.78
31,54,5,Time Exam,716.88
31,54,5,Time Signoff,10.5
31,54,5,Time Postvisit,245.07
31,54,6,Time Intake,16.4
31,54,6,Time Exam,829.4
31,54,6,Time Signoff,43.47
31,54,6,Time Postvisit,208.38
31,55,3,Time Intake,3.67
31,55,3,Time Exam,0
31,55,3,Time Signoff,0
31,55,3,Time Postvisit,17.09
32,1,1,Time Intake,0
32,1,1,Time Exam,0
32,1,1,Time Signoff,0
32,1,1,Time Postvisit,3.25
32,1,2,Time Intake,0
32,1,2,Time Exam,0
32,1,2,Time Signoff,0
32,1,2,Time Postvisit,1.93
32,1,3,Time Intake,4.09
32,1,3,Time Exam,0
32,1,3,Time Signoff,0.98
32,1,3,Time Postvisit,8.02
32,1,4,Time Intake,0
32,1,4,Time Exam,0
32,1,4,Time Signoff,0
32,1,4,Time Postvisit,1.17
32,1,5,Time Intake,2.77
32,1,5,Time Exam,0
32,1,5,Time Signoff,0
32,1,5,Time Postvisit,7.29
32,1,6,Time Intake,0
32,1,6,Time Exam,0
32,1,6,Time Signoff,0
32,1,6,Time Postvisit,1.24
33,1,6,Time Intake,0
33,1,6,Time Exam,0
33,1,6,Time Signoff,0
33,1,6,Time Postvisit,11.02
34,1,1,Time Intake,0.12
34,1,1,Time Exam,1168.5
34,1,1,Time Signoff,57.43
34,1,1,Time Postvisit,198.3
34,1,2,Time Intake,0
34,1,2,Time Exam,1169.4
34,1,2,Time Signoff,59.01
34,1,2,Time Postvisit,211.38
34,1,3,Time Intake,0
34,1,3,Time Exam,701.6
34,1,3,Time Signoff,40.89
34,1,3,Time Postvisit,59.96
34,1,4,Time Intake,0
34,1,4,Time Exam,1469.08
34,1,4,Time Signoff,54.58
34,1,4,Time Postvisit,209.26
34,1,5,Time Intake,0.8
34,1,5,Time Exam,1183.16
34,1,5,Time Signoff,53.65
34,1,5,Time Postvisit,222.33
34,1,6,Time Intake,0
34,1,6,Time Exam,1248.26
34,1,6,Time Signoff,42.58
34,1,6,Time Postvisit,207.65
34,2,1,Time Intake,7.95
34,2,1,Time Exam,1951.65
34,2,1,Time Signoff,17.09
34,2,1,Time Postvisit,397.59
34,2,2,Time Intake,1.72
34,2,2,Time Exam,1408.61
34,2,2,Time Signoff,9.81
34,2,2,Time Postvisit,326.58
34,2,3,Time Intake,7.84
34,2,3,Time Exam,1789.36
34,2,3,Time Signoff,27.39
34,2,3,Time Postvisit,751.33
34,2,4,Time Intake,10.67
34,2,4,Time Exam,1887.45
34,2,4,Time Signoff,1.85
34,2,4,Time Postvisit,651.78
34,2,5,Time Intake,0.32
34,2,5,Time Exam,1593.67
34,2,5,Time Signoff,3.44
34,2,5,Time Postvisit,423.83
34,2,6,Time Intake,0.73
34,2,6,Time Exam,1369.59
34,2,6,Time Signoff,3.06
34,2,6,Time Postvisit,364.5
34,3,1,Time Intake,0.73
34,3,1,Time Exam,1020.49
34,3,1,Time Signoff,4.85
34,3,1,Time Postvisit,105.09
34,3,2,Time Intake,0.21
34,3,2,Time Exam,631.12
34,3,2,Time Signoff,15.77
34,3,2,Time Postvisit,33.51
34,3,3,Time Intake,0.25
34,3,3,Time Exam,1112.37
34,3,3,Time Signoff,7.22
34,3,3,Time Postvisit,134.25
34,3,4,Time Intake,0.57
34,3,4,Time Exam,680.87
34,3,4,Time Signoff,3.48
34,3,4,Time Postvisit,37.9
34,3,5,Time Intake,0
34,3,5,Time Exam,1046.92
34,3,5,Time Signoff,9.45
34,3,5,Time Postvisit,95.22
34,3,6,Time Intake,3.85
34,3,6,Time Exam,934.66
34,3,6,Time Signoff,1.34
34,3,6,Time Postvisit,65.34
34,4,1,Time Intake,19.43
34,4,1,Time Exam,457.86
34,4,1,Time Signoff,39.84
34,4,1,Time Postvisit,215.16
34,4,2,Time Intake,29.37
34,4,2,Time Exam,376.58
34,4,2,Time Signoff,43.23
34,4,2,Time Postvisit,163.38
34,4,3,Time Intake,39.48
34,4,3,Time Exam,678.24
34,4,3,Time Signoff,66.68
34,4,3,Time Postvisit,317.95
34,4,4,Time Intake,33.25
34,4,4,Time Exam,543.43
34,4,4,Time Signoff,34.11
34,4,4,Time Postvisit,437.91
34,4,5,Time Intake,36.31
34,4,5,Time Exam,515.98
34,4,5,Time Signoff,63.14
34,4,5,Time Postvisit,360.66
34,4,6,Time Intake,23.58
34,4,6,Time Exam,443.28
34,4,6,Time Signoff,53.18
34,4,6,Time Postvisit,281.17
34,5,1,Time Intake,3.77
34,5,1,Time Exam,418.61
34,5,1,Time Signoff,94.53
34,5,1,Time Postvisit,1291.35
34,5,2,Time Intake,7.08
34,5,2,Time Exam,359.14
34,5,2,Time Signoff,72.03
34,5,2,Time Postvisit,1123.8
34,5,3,Time Intake,0.6
34,5,3,Time Exam,504.67
34,5,3,Time Signoff,129.51
34,5,3,Time Postvisit,1572.83
34,5,4,Time Intake,12.21
34,5,4,Time Exam,445.14
34,5,4,Time Signoff,122.62
34,5,4,Time Postvisit,983.82
34,5,5,Time Intake,7.27
34,5,5,Time Exam,310.02
34,5,5,Time Signoff,116.69
34,5,5,Time Postvisit,861.79
34,5,6,Time Intake,10.2
34,5,6,Time Exam,419.44
34,5,6,Time Signoff,168.56
34,5,6,Time Postvisit,1246.28
34,6,1,Time Intake,2.58
34,6,1,Time Exam,136.37
34,6,1,Time Signoff,48.68
34,6,1,Time Postvisit,13.66
34,6,2,Time Intake,3.62
34,6,2,Time Exam,104.54
34,6,2,Time Signoff,28.36
34,6,2,Time Postvisit,48
34,6,3,Time Intake,1.32
34,6,3,Time Exam,148.7
34,6,3,Time Signoff,68.77
34,6,3,Time Postvisit,31.51
34,6,4,Time Intake,1.78
34,6,4,Time Exam,51.15
34,6,4,Time Signoff,26.35
34,6,4,Time Postvisit,8.19
34,6,5,Time Intake,3.63
34,6,5,Time Exam,43.12
34,6,5,Time Signoff,35.29
34,6,5,Time Postvisit,25.92
34,6,6,Time Intake,5.1
34,6,6,Time Exam,28.09
34,6,6,Time Signoff,4.6
34,6,6,Time Postvisit,13.58
34,7,1,Time Intake,0.71
34,7,1,Time Exam,1713.75
34,7,1,Time Signoff,147.93
34,7,1,Time Postvisit,19.42
34,7,2,Time Intake,3.63
34,7,2,Time Exam,1668.27
34,7,2,Time Signoff,122.41
34,7,2,Time Postvisit,46.03
34,7,3,Time Intake,0.41
34,7,3,Time Exam,1623.39
34,7,3,Time Signoff,121.63
34,7,3,Time Postvisit,34.64
34,7,4,Time Intake,2.12
34,7,4,Time Exam,1828.97
34,7,4,Time Signoff,141.31
34,7,4,Time Postvisit,29.94
34,7,5,Time Intake,2.72
34,7,5,Time Exam,1238.86
34,7,5,Time Signoff,80.31
34,7,5,Time Postvisit,34.07
34,7,6,Time Intake,3.98
34,7,6,Time Exam,1818.65
34,7,6,Time Signoff,103.12
34,7,6,Time Postvisit,54.86
34,8,1,Time Intake,2.29
34,8,1,Time Exam,221.45
34,8,1,Time Signoff,56.13
34,8,1,Time Postvisit,129.84
34,8,2,Time Intake,2.22
34,8,2,Time Exam,219.45
34,8,2,Time Signoff,30.95
34,8,2,Time Postvisit,169.99
34,8,3,Time Intake,4.18
34,8,3,Time Exam,155.7
34,8,3,Time Signoff,18.05
34,8,3,Time Postvisit,142.55
34,8,4,Time Intake,8.74
34,8,4,Time Exam,283.25
34,8,4,Time Signoff,58.41
